Index,name,rating,comment,review.date,country,Year,Month,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive
515,Anonymous,9.7,"Great place to stay, staff were very helpful and friendly. Would recommend staying here",31-Jul-17,"Australia, ",2017,Jul,0,1,0,0,2,0,0,3,0,3
516,Anonymous,10,"Super place, right next to Busaras and Connolly train station. Great and very helpful staff and excellent facilities.",30-Jul-17,"Ireland, ",2017,Jul,0,0,0,0,2,0,0,2,0,2
517,Anonymous,7.7,"The staff was great. Location was ok. Had a private room. Would have been nice to have a little bit more space in the room, but not anything to complain about. 
 I would also want to have a better light in the room but also nothing to complain about:) overall I had a good stay.",Property Reply,"Iceland, ",2017,Jul,1,1,0,0,1,1,1,1,1,1
518,Anonymous,6.9,"The location is ok; staffs are pretty friendly. But it's the kind of hostel that is too big and hard to get to know people. The room is not bright enough even all the lights are turned on. The breakfast is basic, the security sometimes can be pretty annoying as you have to use the card to open a lot of doors.",Property Reply,Hong ,2017,Jul,1,2,0,0,3,0,0,3,1,4
519,Anonymous,8.9,"Great location, walkable access to many Dublin attractions. Hostel was very clean and comfy, also extremely safe. Staff were nice, but I didn‘t interact much with them. Would stay here again.", ,"Paraguay, ",2017,Jul,0,0,0,0,2,0,0,2,0,2
520,Anonymous,7.1,Clean and staff were helpful. Everyone very much kept themselves to themselves though so it was a little isolated an atmosphere so dont come here if you want to meet other travelers! otherwise a perfectly adequate hostel,Property Reply,"England, ",2017,Jul,0,0,0,1,2,1,0,2,1,2
521,Anonymous,9.1,"As I was traveling by myself, I wanted to stay in a female bedroom, but they didn't have one and it wasn't really a problem. I found it hard to meet people as It looked like everyone was traveling in groups. Despite that, the hostel staff was very friendly and helpful, the bed was very good and private as there's blinds in it and the bathroom was very clean. It was a good stay.",28-Jul-17,"Brazil, ",2017,Jul,0,2,0,1,5,1,1,5,1,7
522,Anonymous,8.9,"I was very sleep deprived and the staff was very helpful!! It's an ok location because I just need the bus to the airport the next morning and it was right there. Comfy beds, big dorm areas, clean bathrooms.",28-Jul-17,"USA, ",2017,Jul,0,1,0,0,2,0,0,2,0,2
523,Anonymous,9.7,"Great hostel, good offers for daytrips, sight seeing tours, pub crawls, dinner,...",Property Reply,"Austria, ",2017,Jul,0,1,0,0,1,0,1,1,0,2
524,Anonymous,8.9,"I can only fault this hostel on the bathrooms constantly being flooded and having no draining or towels to clean up the water. The staff were great, and when I had a problem it was resolved immediately. Awesome location and great hostel overall",Property Reply,New ,2017,Jul,0,1,0,1,1,2,0,2,3,2
525,Anonymous,8.9,"In heart of city, good location and facilities. Breakfast really good. Staff helpful. Only downside is this place is huge, mainly groups of school kids and friends so meeting people is very hard.", ,"Australia, ",2017,Jul,0,1,0,0,2,0,1,3,0,3
526,Anonymous,10,"Absolutely the best hostel in town. I've been to Dublin 4 times, so I know a lot of places to stay in. Jacbos is the most comfortable and clean. Open spaces to chill, open terrace, comfortable rooms with plenty space for luggage. Modern and clean bathroom. Very helpful crew. Well located near Busaras and Connolly Station. I will certainly come back.",Property Reply,"Argentina, ",2017,Jul,0,0,0,0,2,0,0,3,0,2
527,Anonymous,10,"Quality hostel! The staff were very friendly, always up for a laugh and super helpful with tours and suggestions. The facilities were good quality - the curtains for each of the beds are a great idea.",Property Reply,"Australia, ",2017,Jul,0,2,0,0,4,0,2,3,0,4
528,Anonymous,9.4,Great location to jump on the bus or train as it's about a 2 minute walk. Staff was friendly and helpful. Nice spots for coffee just around the corner. Only small complaint was the number of times you had to use your key card but it keeps us all safer so really not a complaint at all. Just remember to keep your card on you at all time even within the hostel., ,"USA, ",2017,Jul,1,2,0,0,3,0,0,2,2,3
529,Anonymous,9.1,"Great atmosphere and well-mannered staff who are available to attend to your enquiries and offered useful assistance.
 I have been here on several occasions and will definitely be back again. It's a home from home without leaving a hole in your pocket.",Property Reply,"Ireland, ",2017,Jul,0,0,0,0,0,0,0,0,0,1
530,rosieanneman,10,Some of the nicest staff I've come across in hostels and the place is squeaky clean and fab. Love staying here :), ,"Ireland, ",2017,Jul,0,0,0,0,2,0,0,1,0,2
531,mjoellet,9.1,"A ten minute walk over the bridge to ""downtown"". The rooms were very nice & the hostel itself was modern & cool. Laundry available and the staff could book anything for you. Most of the staff were nice but one guy was kind of rude. Definitely a good stay at Jacob's Inn though",25-Jul-17,"USA, ",2017,Jul,0,1,0,0,2,0,1,2,0,3
532,kconnelly544,7.7,"Stayed in a 12 person bedroom, some of the people in my bedroom were a little inconsiderate to others and the bathroom was always wet and a little stinky. Everything else was good though.",23-Jul-17,"USA, ",2017,Jul,1,1,1,0,1,1,1,1,1,1
533,Anonymous,9.1,"Jacob's Inn was very clean, spacious, and comfortable. I felt very safe with all of the card-access doors. The curtains on the beds were great for privacy. The room was big and had a big bathroom. Large common areas and great kitchen and dining room area. A little bit off the beaten path but otherwise would highly recommend.",20-Jul-17,"USA, ",2017,Jul,0,0,0,0,2,0,0,3,0,4
534,Anonymous,7.7,"We had a very pleasant stay at Jacob's Inn. Friendly and quiet room mates, slept well and felt secure. The breakfast was poor but we hadn't expected anything else.",20-Jul-17,"Sweden, ",2017,Jul,0,3,0,0,2,1,1,2,0,4
535,Anonymous,7.7,"The actual hostel is pretty great, the rooftop was a cool touch and the staff are lovely, very helpful and friendly however would not stay again only because of the location. I was warned multiple times by locals not to walk around late at night in this area as it was unsafe",19-Jul-17,"Australia, ",2017,Jul,0,4,0,2,4,2,2,4,2,6
536,Anonymous,10,"I was so happy with this hostel. Great location, the staff rock and the rooms were clean. I would stay here again :) thanks, guys!",19-Jul-17,"England, ",2017,Jul,0,1,0,0,2,0,0,2,0,3
537,Anonymous,9.4,"great to stay at! a lot pf groups or families staying there - and not the best atmosphere to get to know new people. super clean, felt like a hotel.",17-Jul-17,"Austria, ",2017,Jul,0,0,0,0,1,0,0,1,0,1
538,Anonymous,9.4,"Good hostel! Good location, loved the bunk set up with little curtains, heaps of communal spaces, great free brekkie. Bathroom in room but good. Definitely recommend",16-Jul-17,"Australia, ",2017,Jul,0,1,0,0,1,0,1,2,0,2
539,Anonymous,10,Brilliant hostel able to check in early on the day! Super clean!,14-Jul-17,"Ireland, ",2017,Jul,0,1,0,0,2,0,0,2,0,2
540,Anonymous,7.4,"The facilities at this hostel are very good - comfortable beds with power sockets, privacy curtains, good WIFI, strong showers and everything is very clean. If I were looking for a quiet night to rest in Dublin then this would be my choice. If you are travelling alone and looking to meet other travellers then go elsewhere. The guests staying at the hostel were mostly older people, families and kids on some kind of school excursion.",12-Jul-17,"Australia, ",2017,Jul,0,1,0,0,3,2,1,4,0,6
541,Anonymous,10,"Jacob's is very good situated,near the main bus station,and in center of town. The staff ond atmosphere is super. It is nice,clean and friendly hostel. We enjoyed very much!",12-Jul-17,"Croatia, ",2017,Jul,0,2,0,0,2,0,1,3,0,4
542,Anonymous,8.6,Staff is very helpful and rooms are clean. Very comfortable and easy to meet people. Close to the team and buses for easy transportation but also easy to walk anywhere from Jacobs.,Property Reply,"USA, ",2017,Jul,0,0,0,0,2,0,0,3,0,2
543,Anonymous,9.7,I really enjoyed my stay at Jacobs Inn. The staff was very helpful and the hostel had an inviting atmosphere. It is in a great location making it easy to get around the city.,12-Jul-17,"Canada, ",2017,Jul,0,1,0,0,2,0,1,2,0,2
544,naco228,9.4,Second time I stayed here in a week. Great hostel.,Property Reply,"USA, ",2017,Jul,0,1,0,0,0,0,0,0,0,0
545,Anonymous,9.1,"Rooms and facilities were clean and spacious but sometimes strangely designed... You have to keep pressing the button in the shower and sink for water to flow. Also definitely not a party hostel - people speak many different languages and apart from the solo travellers, tend to stick to themselves.",10-Jul-17,"USA, ",2017,Jul,0,0,0,0,1,0,0,1,0,3
546,Anonymous,10,I would stay here again in a heartbeat. I felt very safe as a solo female traveler. The customer service was excellent and responsive.,Property Reply,"USA, ",2017,Jul,0,1,0,0,2,0,0,3,0,5
547,Anonymous,7.4,"Not recommended for solo travellers. Location is decent. The other side of river would be more ideal, but it's not far to walk there from the hostel. But very big hostel. Feels like a hotel with cheaper beds. Lots of doors and entrance controls establishing barriers between travellers and staff. Seems like lots of big groups when I stayed. It was not easy to meet people as a solo traveller. Not aware any events there. Not much an atmosphere to speak of. :( Some staff helpful, others so so.",10-Jul-17,"Canada, ",2017,Jul,0,0,0,0,1,0,0,1,0,2
548,Anonymous,9.4,"Good spacious hostel. Walkable to most things and right next to a tram line if not. Stayed in a room of 12 with no problems. Lockers and bed curtains are nice. Nothing to complain about with this place, one of the better hostels i've stayed in.",Property Reply,"USA, ",2017,Jul,1,1,0,0,1,1,1,1,1,2
549,Anonymous,7.1,"I understand there is a need for safety but this hostel is another level. The amount of times you need your key card to get to different places in the hostel is unbelievable. The location is decent, only 20ish min walk to the major sites and temple bar. The rooftop terrace has a strict 10pm quiet hour rule so if your looking for a good social atmosphere I would look elsewhere. Overall decent experience.",09-Jul-17,"Portugal, ",2017,Jul,0,1,0,1,1,1,1,3,1,5
550,Anonymous,7.4,"Bring earplugs to sleep! Very hot in rooms, no AC. Breakfast was basic but free. Good security. Oh and don't waste your money on the pub crawl, absolute joke! Felt like a 5 year old on a school field trip. Just head to temple bar district and bar hop on your own time.",08-Jul-17,"USA, ",2017,Jul,2,3,2,0,2,0,3,3,3,4
551,Anonymous,8,Each bed has individual curtains which is nice. But there aren't enough washrooms for a floor. The hostel has a decent common area. The hostel lets you leave luggage in the locker room for free. And overall a pretty decent hostel.,05-Jul-17,"India, ",2017,Jul,0,1,0,0,1,1,1,1,1,2
552,Anonymous,8.6,"I had a really great time in Jacobs Inn, staffs were very friendly and helpful. Unlike some of the hostels which have no lock in the luggage area, they have lockers in their luggage room so you can lock your bags after you checked out. Overall it's a great hostel.",04-Jul-17,Hong ,2017,Jul,0,2,0,0,2,0,0,2,0,2
553,Anonymous,8.3,Jacobs inn has a true hostel vibe. Very chill and social with a lot of common spaces to hang out but also a lot of families and school groups which was a little weird. The location is pretty good but is about a 15 minute walk from temple bar. Outlets at every bed with usb ports is always a plus. Would stay again.,04-Jul-17,"USA, ",2017,Jul,0,2,1,0,2,0,1,3,1,2
554,Anonymous,9.1,"Very pleasant experience. Staff was super friendly and helpful. Our room on the 3rd floor was clean and even provided towels. Breakfast is basic: bread and spreads, coffe, tea, milk and cereals and canned fruit. 
 My only ""vegetative"" comment: iI wish there would have been individual lamps at the bedside. 
 Thanks - we had a good stay at jacobs Inn.",04-Jul-17,"Germany, ",2017,Jul,0,3,1,0,5,1,2,5,1,6
555,Anonymous,9.7,"Great hostel. Close to the main bus stop and within walking distance of everything else. Helpful amd kind staff, as is everyone in Ireland. Very clean and accessible.",04-Jul-17,"USA, ",2017,Jul,0,0,0,0,3,0,0,3,0,5
556,Anonymous,8.6,The staff honestly made this hostel wonderful! They were so friendly and helpful when navigating the city!,03-Jul-17,"USA, ",2017,Jul,0,1,0,0,3,0,1,3,0,3
557,Anonymous,10,Great people. Fantastic times. Very welcoming. WOULD RECOMMEND,03-Jul-17,"USA, ",2017,Jul,0,0,0,0,0,0,0,1,0,1
558,Anonymous,8.9,I really enjoyed the hostel. Nice area to eat and another one to socialize. The only thing that I didn't love was the neighbourhood. I wouldn't book back here again just because I didn't feel safe staying out too late and walking back to the hostel.,03-Jul-17,"Canada, ",2017,Jul,0,0,0,0,2,1,0,1,1,3
559,Anonymous,6.9,"The front desk staff were not very helpful - I asked for help figuring out public bus times and they told me to find it myself on the pole next to the stop, even though I needed to catch a bus to the airport at a certain time. The breakfast was good.",03-Jul-17,"USA, ",2017,Jul,0,4,0,0,2,0,2,2,0,4
560,Anonymous,10,Favorite hostel in Europe. So close to everything you need and more. The front desk staff is also so nice and helpful- I especially loved the Chilean lady. The kindness soul in all of Ireland just like the people in the country. Ireland was-by far-my fave country in Europe and this hostel def helped with that regard. Cheers!,02-Jul-17,"USA, ",2017,Jul,0,0,0,0,2,0,0,2,0,3
561,lucywinter832503,10,Absolutely amazing hostel! Very safe and friendly! Everyone was so lovely and helpful! Such a fun environment to be in! Would 100% recommend :),02-Jul-17,"Australia, ",2017,Jul,0,3,0,0,5,1,1,5,0,6
562,Anonymous,8.3,Excellent facilities and security. Friendly staff they don't promote a community sense in the shared areas.,02-Jul-17,"Spain, ",2017,Jul,0,1,0,0,2,0,0,2,0,4
563,leandroquintana93,9.7,"Very nice, big and full equipped hostel. Kinda dislike the amount of child there was, but i agreed with that.",01-Jul-17,"Argentina, ",2017,Jul,1,1,1,0,1,0,0,1,1,3
564,macysprock,7.4,"Some of the staff was great, while others were extremely rude. They did help us book a trip to the Cliffs of Moher and had several other options, including movie inspired trips. The rooms got a little crowded sharing one shower, but we found the floor had a separate female-only bathroom with more showers and toilets. Not a terribly far walk from Temple Bar, but not directly close to anything special. Worth it for the price.",01-Jul-17,"USA, ",2017,Jul,0,0,0,0,3,1,2,2,0,5
565,Anonymous,8.3,"Good location, clean, good places to hang out, roof deck was really cool. Met a bunch of good people",01-Jul-17,"USA, ",2017,Jul,0,1,0,0,2,0,1,2,0,3
566,Anonymous,8.6,"Very clean bathrooms, they come and clean everyday. Good water pressure. Stayed in a 12 person mixed room and found it pretty difficult to get any good sleep even with earplugs and eye mask, just a lot of people for a fairly small space. Good for a few nights, any more than 3 (I stayed 5) was definitely not comfortable. Free breakfast ends at 9:30am, which I thought was a bit too early and easy to miss.",01-Jul-17,"USA, ",2017,Jul,0,3,0,1,4,0,1,5,2,6
567,Anonymous,8.3,"The hostel overall was very nice. Its located right next to main bus station. Everything is close to the location including grocery stores, liquor stores, pubs, and fast food places. The price was reasonable but weekend will always be more expensive. Its not 18+ hostel so there could be kids there during your stay. Would stay again here if ever in Dublin.",01-Jul-17,"Canada, ",2017,Jul,1,0,0,0,2,1,0,1,1,3
568,naco228,9.7,"I appreciated the sheets for the beds to cover the sunlight. The rooms had plenty of space, and I liked the personal bathroom for the rooms. I do with the pillows were a little fluffier. They were quite flat and sometimes uncomfortable to use. Either way, great first hostel experience.",01-Jul-17,"USA, ",2017,Jul,0,0,0,0,0,0,0,2,1,0
569,Anonymous,9.4,Great place to stay for a couple nights. The common area and kitchen/dining area were very big which was nice. The rooms were nice and had their own bathroom/shower but there were also other showers on the floor as well. Overall great stay!,01-Jul-17,"USA, ",2017,Jul,0,0,0,0,0,0,0,0,0,0
570,Anonymous,9.4,"The place was really cool and the staff was just as awesome. Can't ask for a better location, its within walking distance of almost anything in Dublin and there's plenty to see or do right next to it. The proximity to Connolly Station is what ultimately did me in, but the Hostel has a lot more to offer than just that. The games room, lounge, kitchen, everything was all top notch. The beds could be better, but ya know its a hostel. Loved the privacy curtains those help tremendously.",01-Jul-17,"USA, ",2017,Jul,0,2,0,0,0,0,0,1,1,5
571,Anonymous,8.3,Renovations have really helped to improve this hostel!! Had an enjoyable stay :),30-Jun-17,"Canada, ",2017,Jun,0,1,0,0,1,0,0,1,0,1
572,Anonymous,10,"Great location! Room was clean, plenty of lounge space, giant kitchen, clean rooms, and nice staff. Loved it",30-Jun-17,"USA, ",2017,Jun,0,0,0,1,1,0,0,1,1,1
573,Anonymous,10,Excellent stay at Jacob's inn. Great location and atmosphere - perfect for an affordable stay in the centre of Dublin,30-Jun-17,"Wales, ",2017,Jun,0,1,0,0,2,0,0,2,0,2
574,Anonymous,10,"There were so many good things about this hostel including the curtains on the bunks in the dorm, the outlets and lights with each bed, the quietness, security and much more. I would definitely stay again.",29-Jun-17,"USA, ",2017,Jun,0,1,0,0,1,0,1,1,0,2
575,Anonymous,10,Very good but could have done with a bedside light in my room.,29-Jun-17,"England, ",2017,Jun,0,1,0,0,1,0,1,1,0,1
576,Anonymous,10,"The four of us stayed here for 4 nights, and couldn't have been happier! The staff was super helpful, friendly, and had great recommendations for food and things to do. The room and bathrooms were very clean. We stayed in a private room for the first part of our trip with an ensuite shower--all super clean! And the end of our trip we stayed in an 8 mixed bedroom--best part were the curtains around the bed and lockers were easily accessible under the bed. Overall-awesome stay. Highly recommended!",29-Jun-17,"USA, ",2017,Jun,0,1,0,0,4,0,1,4,0,5
577,JONATHANBARRY,9.1,"We had a great stay. Right in the middle of town. Rooms were clean and tidy. Staff were great. The USB charging point, electric power plug, and bed lamp built right into the bed is a very nice touch. If I had to find something on the down side, it would be that the breakfast could have a bit more substance and that the pillows are probably up for renewal.",28-Jun-17,South ,2017,Jun,0,0,0,0,2,0,1,1,0,5
578,Anonymous,8.9,"Amazing staff, super friendly and they help you with anything you need. The hostel is well located 5- 10 minutes from the city center and the metro station is just around the corner. Push button shower and sink (not the most comfortable thing to do, but manageable). My only complaint was breakfast, your options are basically cereal or oatmeal, and bread with jam.",28-Jun-17,"Mexico, ",2017,Jun,1,1,0,0,1,0,0,2,1,4
579,jordanpickard28,8.9,"Staff are really helpful and put a lot of effort into making your stay as best as possible. Location is quite good, usually 5-15 minutes walk to many major attractions.",28-Jun-17,"Australia, ",2017,Jun,0,1,0,0,2,0,1,2,0,4
580,angelamahlook6190,8.9,"One of my favorite hostels! Handy elevators, huge dorms with curtains for privacy and personal outlets and light in each bunk. Ensuite and luggage cage as well. Fantastic security (probably a little overkill for me personally) massive kitchen, good chill area and heaps of events/ discounted tours. There were a couple of school groups, so can be young children and books out quickly! So close to Dublin city center! Really enjoyed my stay here and will be coming back!",27-Jun-17,"Australia, ",2017,Jun,0,3,0,0,3,1,2,5,1,5
581,Anonymous,9.7,"Really good stay in Jacobs Inn. Breakfast is simple but good! Lots of places to charge all of your devices, lockables can be kept in a safe place with a place to keep your baggage and explore the city before your departure time. Close to public transit and taking the airlink bus to and from the airport from the hostel is easy as they're close by. If I was to stay in Dublin I'd stay here again but that Irish summer won't bring me back anytime soon!",27-Jun-17,New ,2017,Jun,0,6,0,0,2,1,1,2,1,4
582,Haylxy,8.6,"Nice, clean, and secure place. Next to the Bus/Tram station, super easy airport transfers. 10-15min walk to Temple Bar. The only thing I didn't like was that this place was full of tour groups full of teenagers. It was annoying for me as a solo traveler. Breakfast is typical toast, jam, cereal.",27-Jun-17,"USA, ",2017,Jun,1,1,0,0,2,0,0,1,1,5
583,Anonymous,8.9,"This place was great! first hostel i stayed in and i was really happy with it. had i been there longer i would have taken more advantage of the kitchen and all they had to offer! it was an amazing deal and atmosphere. like i said my fist hostel so i didn't know i needed to provide my own lock, but luckily they sell them there! if stay here again",27-Jun-17,"USA, ",2017,Jun,0,2,0,0,2,0,1,3,0,5
584,Anonymous,8.3,"Good location, comfy beds , staff what ok some had a bad attitude",26-Jun-17,"Canada, ",2017,Jun,1,1,1,1,1,1,1,1,1,1
585,sbruce10,10,"Loved this hostel!! Very clean and comfortable. The bed curtains were great, along with a personal light and outlet. Big lockers under each bed. Staff were all so friendly and helpful to me, a first-time traveller. They took the time to help me find a bus, even printing out the timetable for me. Location is great, everything you probably want to see is within a 15 minute walk. Right near the bus station and tram too. I highly recommend and would definitely stay here again!",26-Jun-17,"USA, ",2017,Jun,0,2,0,0,3,0,0,5,0,4
586,Anonymous,8.9,I was impressed with this hostel because it is clean and very organized . It reminded me of living in the dormitory at my university. The staff was very helpful and kind. I would definitely stay here again,26-Jun-17,"USA, ",2017,Jun,0,1,0,0,3,0,0,3,0,5
587,Anonymous,8.9,"My stay at Jacobs was a very pleasant time. Beds were nice with their own curtains/power outlets, good lockers, brekky was basic stuff but really good. Staff were very helpful and easy to talk to. Not much of a atmosphere when it comes to drinking as there's no drinking games or pub crawls that start at the hostel itself but they do team up with another pub crawl with a few different hostels. About a 10 minute walk from temple bar area. Security and facilities were very good",25-Jun-17,"Australia, ",2017,Jun,0,4,1,0,3,0,2,4,2,4
588,Anonymous,9.7,"Staff was amazing and helpful, privacy curtains were great with outlets, USB ports and lights for every bed, AND the bathrooms were cleaned EVERY DAY. By far the cleanest hostel I've ever stayed at with everything You could possibly need. The lobby area had books and games and all sorts of things to keep you entertains not to mention it was literally right next to the central bus station. It was quite crowded, but it didn't feel cramped at all. A+++",25-Jun-17,"USA, ",2017,Jun,0,0,0,0,1,0,0,1,1,1
589,biohazard12353750,9.7,Great hostel especially for the price. Rooms had lots of space and beds were semi comftorable. Having a bathroom in each dorm was a plus.,25-Jun-17,"Canada, ",2017,Jun,0,0,0,0,0,0,0,0,0,0
590,Anonymous,10,"It was one of the best hostels I've ever stayed in. The staff was very kind, the location was perfect and the rooms were very spacious and clean. I especially enjoyed the breakfast and the kitchen area. I would definetely use this hostel again if I come back to Ireland!",25-Jun-17,South ,2017,Jun,0,1,0,0,3,0,0,3,0,5
591,Anonymous,9.4,"Great place! Loved the staff, location, and people we met! Great pub next door too :) and super well located!",24-Jun-17,"France, ",2017,Jun,0,0,0,0,0,0,0,0,0,0
592,Anonymous,7.7,+: Decent location: near train and coach stations but a bit far from town centre - Easily accessible from airport via bus no. 747 Great privacy as each bunk comes with a curtain electricity outlet and USB charging ports -: Staff were unwilling to put my friend and I in the same bunk despite we were staying for only 1 night and the upper bunk remained empty on said night The 8-ppl rooms are located on the ground floor and therefore quite noisy due to people chatting loudly in the streets,24-Jun-17,Hong ,2017,Jun,1,1,0,0,1,0,0,3,1,4
593,abarber219,9.1,"Stayed here on a weekend so was a little expensive, but that's okay because beds were really comfy and the staff were super helpful!",23-Jun-17,"Australia, ",2017,Jun,0,0,0,0,1,0,0,1,0,1
594,Anonymous,10,Excellent hostel in a great location to explore Dublin. Very clean with friendly and helpful staff. We stayed as a group of 11 for 2 nights and really enjoyed our stay.,23-Jun-17,"England, ",2017,Jun,0,2,0,0,4,0,0,4,0,4
595,ChristinaJoy,9.7,Lots of fun stuff to do/places to hang out in this hostel after a long day. They have a giant chess board with giant chess pieces that was fun to play with newly made friends!,22-Jun-17,"USA, ",2017,Jun,0,3,0,1,1,0,0,0,0,1
596,Anonymous,9.1,"Was very plesently surprised at how good it was here. Very clean, with fantastic rooms. Beds were comfortable enough, staff were really really friendly. Will definitely be going back again. First ever hostel and needless to say it was a success :)",22-Jun-17,"England, ",2017,Jun,0,3,0,0,4,0,2,3,0,4
597,savannahhendry5671,7.4,"This hostel was very expensive for what it was. The location was not the greatest, there were some weird folk around and was a good walk to temple bar. The facilities we at par as they had curtains for the beds and charger & lights in the beds as well. They made me change rooms half way through my stay which was of annoyance, and I was unaware of at the time of booking. Would probably choose another hostel as this one wasn't worth the price.",22-Jun-17,"Canada, ",2017,Jun,1,2,2,1,1,0,1,1,3,3
598,Anonymous,9.7,"Great building, rooms, facilities and people! Didn't realise that check in wasn't until 11am but I could lock my luggage away, have breakfast and go on the free walking tour. The staff and visitors were lovely and there were games areas as well as quiet areas and eating areas. Can't fault it! Only about a 20 min walk to most of Dublin and the staff were keen to advise me on places to visit as I hadn't planned much!",21-Jun-17,"England, ",2017,Jun,0,1,0,0,1,3,1,2,1,6
599,Anonymous,9.1,Very good hostel. Great location. Nice atmosphere. Carla st the front desk was especially helpful a day friendly. It's a bit loud because of the proximity to taverns but ear plugs do the job.,21-Jun-17,"USA, ",2017,Jun,0,2,0,0,3,0,1,3,0,4
600,Anonymous,8.6,Good breakfast offered for free. Good wifi throughout whole hostel. Short walk to city centre area. Cage under bunks to lock away valuables.,21-Jun-17,"England, ",2017,Jun,0,1,0,0,1,1,1,1,1,2
601,Anonymous,7.4,"Overall, a great hostel: clean, strong security, a lot of commons areas. That said, it was crazy crazy hot in our 12-person room on the 2nd Floor, with no fans and just a small opening in the window available to us. That, combined with the loud noises from the street below and hallway, made it hard to sleep. If you're not looking for a party scene, this might not be the place for you. Also, fairly difficult to meet people in the commons areas compared to other hostels. Maybe 'cause it's so big?",21-Jun-17,"Spain, ",2017,Jun,2,0,0,2,1,1,0,2,2,2
602,Anonymous,8.6,Pretty standard hostel. Great location and good value for money. Decent amount of space in rooms. Ensuite was clean but not enough for 12 people. (Extra showers and toilets are available). Ideal for someone wanting somewhere quite central just for sleeping in. There were a lot of groups of students staying when I was there. Lots of security doors.,19-Jun-17,"Scotland, ",2017,Jun,1,3,0,0,4,1,2,4,1,6
603,Anonymous,8.9,"My time at Jacbons Inn was a good experience. Staff was helpful and knowledgeable, the hostel was clean and the bunks were nice with personal outlets and a reading light. The only downfall may be that it's too big so a little harder to socialize than other places I've stayed. Small room sizes were also a plus.",19-Jun-17,"USA, ",2017,Jun,0,2,0,1,3,1,1,4,2,4
604,Anonymous,7.4,"So this hostel probably would have been better, but I went during summer and I quickly came to find out, Ireland is ill equipped for the heat. My big issue was the ventilation of the room. There were windows but they did not open. So you basically suffocated. However, apparently the 1st floor stayed nice and cool. So if you go during the summer, try to get a first floor room. Otherwise my stay was pretty nice. I would want to visit again during the winter next time",18-Jun-17,"USA, ",2017,Jun,1,2,1,1,1,1,0,1,1,3
605,Anonymous,9.7,"Absolutely one of the best hostels in Dublin. If you're traveling to this city, don't think twice. Book here.",18-Jun-17,"USA, ",2017,Jun,0,0,0,0,0,0,0,0,0,1
606,Anonymous,10,"Great hostel, great location, super friendly staff, beautiful communal areas. The bunks had curtains and outlets for each bed. Overall terrific experience. Don't expect much from the breakfast though.",18-Jun-17,"Canada, ",2017,Jun,0,2,0,0,2,1,1,2,0,4
607,Anonymous,10,"This was my second time staying here, an just as good as he first. Clean, modern, plenty of outlets, clean bathrooms. Great place!",18-Jun-17,"USA, ",2017,Jun,0,2,0,0,2,0,1,2,0,2
608,Anonymous,8.9,"We really enjoyed our stay at Jacob's inn. Great location, wonderful staff! Our room was really hot, though, and the pigeons were annoying, as we had to leave the window open for some air. Would definitely stay here again.",18-Jun-17,"USA, ",2017,Jun,2,0,0,0,1,1,2,1,2,1
609,Anonymous,10,I had a good stay at Jacobs Inn. It was conveniently located and well priced. Rooms were clean and quiet and breakfast was provided. Staff were very helpful.,17-Jun-17,"USA, ",2017,Jun,0,1,0,0,3,1,1,3,0,5
610,Anonymous,6.3,"The location was not very good, which surprised me based on reviews. Not only was it at least a mile away from everywhere you wanted to go it was tucked away on a street that made it hard to find. It was very hard to get a cab back from Temple Bar late at night, and it wasn't a walk you would want to make on your own (not just the area, but the potential to get lost.) The top and bottom bunk were to close together, making the bottom horrible. Staff was nice however.",17-Jun-17,"USA, ",2017,Jun,1,2,1,1,1,3,2,2,4,3
611,Anonymous,7.1,The location and price were great but it wasn't the cleanest. It was not very modern at all. The rooms were SO HOT! There was no air conditioning and only a small window to let air in. When you walked into the rooms they were saunas. So uncomfortable to sleep in.,17-Jun-17,"USA, ",2017,Jun,1,0,0,0,0,0,0,0,2,0
612,Anonymous,8.6,"I laid up here in the middle of my trip, and it was very good for that. Close to a couple stores, good breakfast, lots of charging ports in common areas (which is good because the one on my bunk was broken). It was enjoyable to relax at the hostel.",16-Jun-17,"USA, ",2017,Jun,1,1,0,1,1,1,2,1,1,2
613,Anonymous,9.4,"Staff were super friendly and helpful. Our room was so comfortable and the bed was not creaky! And plus for the curtains and individual lights. Location was a little further from where we had stayed in the past in relation to town, but Dublin is really easy to move around in, so it was not an issue once we sorted the Google maps. Bathrooms were so nice! Secure, but really comfortable and relaxed vibe. Awesome hostel.",16-Jun-17,New ,2017,Jun,0,1,0,0,2,0,0,2,0,2
614,Anonymous,8.6,"Great clean hostel, comfy beds. A little expensive (weekend stays are much more expensive) but would stay there again!",16-Jun-17,"Canada, ",2017,Jun,0,0,0,0,1,0,0,1,0,1
615,marcuslacy,9.4,"This hostel was splendid. Great hip atmosphere, kind and helpful staff, reasonably located, safe, and well priced. For first time visitors to Dublin, I highly recommend taking advantage of the various tours and pub crawls offered by Jacobs. Good time.",15-Jun-17,"USA, ",2017,Jun,0,2,0,0,5,0,2,5,0,7
616,Anonymous,10,"Hands down one of the best Hostels I have stayed in. The rooms are great, enough space, privacy curtains, each bed has their own outlets. Everything is clean. As a solo female traveler I felt very safe staying here. Overall great!",15-Jun-17,"USA, ",2017,Jun,0,0,0,0,2,0,0,2,0,3
